Age,Gender,MaritalStatus,Department,JobRole,EducationField,Education,MonthlyIncome,DistanceFromHome,YearsAtCompany,YearsInCurrentRole,TotalWorkingYears,NumCompaniesWorked,BusinessTravel,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,PerformanceRating,OverTime,StockOptionLevel,TrainingTimesLastYear,PercentSalaryHike,Attrition
34,Male,Single,Research & Development,Research Scientist,Life Sciences,3,3966,9,1,1,11,2,Travel_Rarely,1,4,3,3,No,1,0,17,No
33,Male,Single,Research & Development,Research Scientist,Human Resources,3,5429,7,12,1,12,2,Travel_Rarely,3,3,3,3,Yes,0,4,14,No
35,Female,Divorced,Human Resources,Human Resources,Technical Degree,3,4372,9,1,1,16,1,Travel_Rarely,4,3,3,3,No,0,4,15,No
36,Female,Married,Research & Development,Research Scientist,Marketing,3,5061,4,1,1,12,7,Travel_Rarely,4,1,2,4,No,1,2,12,No
27,Male,Married,Research & Development,Research Scientist,Human Resources,1,5476,6,2,1,6,3,Travel_Frequently,4,2,3,3,Yes,0,4,13,Yes
39,Female,Married,Research & Development,Research Scientist,Life Sciences,2,5937,3,9,2,19,3,Travel_Rarely,1,1,4,4,Yes,0,2,11,No
48,Female,Married,Research & Development,Laboratory Technician,Life Sciences,3,2545,1,7,0,29,6,Travel_Rarely,4,3,2,3,No,2,1,12,No
47,Male,Single,Sales,Manager,Marketing,1,13571,1,0,0,20,3,Travel_Rarely,3,1,4,3,Yes,1,2,21,No
29,Male,Married,Research & Development,Research Director,Life Sciences,3,15054,9,1,0,6,1,Travel_Rarely,2,1,3,3,No,0,1,17,Yes
44,Male,Divorced,Sales,Sales Executive,Human Resources,2,7077,4,6,0,22,2,Travel_Rarely,1,3,3,3,Yes,0,3,13,No
27,Female,Divorced,Research & Development,Manufacturing Director,Other,2,9364,1,5,4,6,3,Non-Travel,4,4,2,3,No,2,1,11,No
35,Male,Married,Sales,Manager,Marketing,2,13406,8,0,0,10,4,Travel_Rarely,1,3,3,3,No,1,3,12,No
46,Male,Married,Research & Development,Research Director,Marketing,3,16782,4,8,0,27,3,Travel_Frequently,4,3,3,3,No,3,3,11,No
37,Male,Divorced,Sales,Sales Executive,Human Resources,1,7849,7,2,2,15,4,Travel_Frequently,4,3,3,3,Yes,0,5,16,Yes
32,Male,Single,Research & Development,Research Director,Medical,3,14799,2,0,0,11,3,Non-Travel,4,4,3,3,No,3,6,15,No
43,Male,Married,Research & Development,Laboratory Technician,Marketing,4,2920,3,3,3,25,1,Travel_Frequently,2,4,2,3,No,0,2,11,No
38,Male,Married,Sales,Manager,Human Resources,3,15245,15,0,0,17,2,Travel_Rarely,2,3,3,3,No,2,3,11,No
51,Male,Single,Sales,Sales Executive,Medical,5,8321,9,4,4,36,2,Travel_Rarely,3,2,3,3,No,1,2,15,No
34,Female,Married,Research & Development,Manufacturing Director,Other,3,10041,1,0,0,16,4,Travel_Rarely,3,3,1,3,No,0,2,13,No
43,Female,Single,Research & Development,Research Director,Other,3,14974,22,2,2,12,1,Travel_Rarely,4,4,3,3,No,0,5,22,No
60,Female,Married,Sales,Sales Executive,Life Sciences,4,5691,8,0,0,39,4,Travel_Rarely,1,2,3,3,No,2,0,11,No
37,Male,Single,Research & Development,Research Scientist,Marketing,3,5948,4,8,2,11,3,Travel_Rarely,3,3,3,4,No,0,4,20,No
38,Female,Married,Research & Development,Manufacturing Director,Marketing,1,10284,1,2,2,22,2,Travel_Rarely,4,2,2,4,No,1,5,14,No
37,Male,Married,Research & Development,Research Scientist,Technical Degree,4,5539,15,8,0,12,6,Travel_Frequently,4,4,1,3,No,2,0,18,No
44,Male,Divorced,Sales,Manager,Medical,4,13570,3,2,2,20,2,Travel_Frequently,1,1,3,4,No,0,1,19,No
34,Male,Single,Research & Development,Laboratory Technician,Other,2,3077,1,7,1,10,1,Travel_Rarely,4,3,3,4,No,0,5,22,No
42,Female,Single,Research & Development,Manufacturing Director,Other,3,9933,2,1,1,16,2,Travel_Rarely,2,4,3,4,No,0,3,13,No
36,Male,Divorced,Research & Development,Manufacturing Director,Medical,3,9847,29,3,0,12,1,Travel_Rarely,2,3,1,3,Yes,2,3,15,No
29,Male,Single,Research & Development,Laboratory Technician,Life Sciences,1,3134,2,1,1,7,8,Travel_Rarely,4,3,3,3,No,3,6,15,No
28,Male,Divorced,Sales,Manager,Other,1,12801,6,1,1,4,1,Non-Travel,2,3,2,4,No,0,2,17,No
33,Male,Married,Research & Development,Laboratory Technician,Medical,4,4394,1,4,1,11,3,Travel_Rarely,2,3,4,3,Yes,1,4,19,No
35,Male,Divorced,Research & Development,Manufacturing Director,Other,4,12174,6,8,2,11,0,Travel_Rarely,3,4,3,3,Yes,1,2,11,No
44,Male,Married,Research & Development,Research Director,Medical,2,16703,8,21,0,23,4,Travel_Frequently,2,4,3,3,No,0,2,15,No
18,Male,Single,Research & Development,Manufacturing Director,Technical Degree,4,8827,2,0,0,0,3,Travel_Rarely,1,2,1,4,No,2,0,15,No
50,Male,Divorced,Research & Development,Research Director,Technical Degree,4,16703,1,6,0,29,3,Non-Travel,1,2,1,3,No,0,2,14,No
42,Female,Married,Sales,Sales Representative,Human Resources,3,3574,20,5,5,25,0,Travel_Rarely,2,2,3,3,Yes,0,2,12,No
39,Male,Single,Sales,Sales Representative,Life Sciences,3,3533,27,1,1,15,1,Travel_Rarely,2,3,3,3,No,0,2,12,No
39,Male,Single,Research & Development,Manufacturing Director,Human Resources,2,10996,18,6,6,15,3,Travel_Frequently,3,2,4,3,Yes,0,5,11,No
42,Female,Divorced,Sales,Manager,Technical Degree,4,13562,10,3,3,22,2,Travel_Rarely,3,2,3,3,Yes,2,5,12,No
44,Female,Divorced,Sales,Sales Executive,Human Resources,3,7874,1,6,1,21,2,Travel_Rarely,1,2,2,3,No,2,2,13,No
45,Male,Married,Research & Development,Research Director,Marketing,4,16353,7,10,2,23,4,Travel_Rarely,3,4,2,3,No,0,0,18,No
32,Male,Married,Research & Development,Manufacturing Director,Human Resources,2,10967,10,4,1,15,3,Non-Travel,2,4,3,3,No,0,6,14,No
37,Female,Divorced,Research & Development,Research Scientist,Technical Degree,4,4537,29,7,1,14,2,Travel_Rarely,4,3,3,3,Yes,1,5,11,No
34,Male,Single,Human Resources,Manager,Human Resources,3,15847,4,2,1,6,2,Travel_Rarely,2,3,3,4,No,0,2,11,No
45,Female,Married,Research & Development,Manufacturing Director,Life Sciences,2,10768,29,2,2,22,3,Travel_Rarely,4,4,3,3,Yes,2,1,15,No
28,Male,Married,Research & Development,Research Scientist,Life Sciences,2,6116,1,7,3,7,6,Travel_Rarely,4,2,3,3,No,1,1,18,No
35,Male,Divorced,Research & Development,Research Director,Marketing,3,17764,1,12,0,12,2,Travel_Rarely,2,4,3,3,No,1,3,15,No
18,Female,Divorced,Research & Development,Research Director,Life Sciences,4,13550,13,1,1,1,4,Travel_Rarely,2,1,2,3,No,1,0,16,No
36,Male,Single,Research & Development,Manufacturing Director,Medical,4,10391,1,9,5,16,2,Travel_Frequently,4,3,2,3,No,2,1,17,No
37,Female,Married,Sales,Manager,Life Sciences,2,13913,1,0,0,17,4,Travel_Rarely,2,3,3,3,No,1,3,18,Yes
33,Male,Married,Research & Development,Research Scientist,Medical,2,3953,29,1,1,14,3,Travel_Rarely,4,3,2,3,No,0,4,11,No
47,Female,Married,Research & Development,Research Scientist,Technical Degree,3,7449,9,17,1,22,0,Travel_Rarely,4,2,1,3,No,1,2,16,No
28,Female,Married,Sales,Manager,Medical,2,13801,1,1,1,4,4,Travel_Frequently,3,4,3,3,Yes,1,2,13,Yes
34,Female,Divorced,Research & Development,Laboratory Technician,Medical,4,2856,1,1,1,17,1,Travel_Rarely,4,3,3,3,Yes,1,5,14,No
35,Female,Divorced,Research & Development,Laboratory Technician,Human Resources,3,2448,8,2,2,9,3,Non-Travel,1,2,3,3,No,0,5,12,No
27,Female,Divorced,Research & Development,Manufacturing Director,Life Sciences,3,11253,4,0,0,2,1,Travel_Frequently,3,3,3,4,Yes,2,2,16,Yes
28,Female,Married,Research & Development,Laboratory Technician,Technical Degree,4,3681,3,11,2,11,2,Travel_Rarely,2,3,2,3,No,0,0,11,No
45,Male,Married,Research & Development,Laboratory Technician,Human Resources,3,3236,14,0,0,24,1,Travel_Rarely,2,3,3,3,Yes,1,4,14,No
38,Male,Married,Research & Development,Research Scientist,Technical Degree,2,5475,4,12,0,12,3,Travel_Rarely,2,3,2,3,No,1,1,12,No
37,Female,Divorced,Sales,Sales Representative,Life Sciences,5,1877,8,5,2,14,2,Travel_Rarely,3,2,3,3,No,1,0,14,Yes
18,Male,Married,Research & Development,Manufacturing Director,Other,1,9177,7,0,0,0,3,Travel_Frequently,3,1,3,3,Yes,1,4,24,Yes
30,Male,Divorced,Sales,Sales Executive,Human Resources,4,7075,1,2,2,10,4,Travel_Frequently,3,3,3,3,No,2,5,11,No
37,Female,Divorced,Sales,Manager,Medical,1,15263,9,3,3,16,3,Non-Travel,2,1,3,3,No,1,2,17,No
47,Male,Single,Research & Development,Research Director,Marketing,2,14746,1,7,0,27,3,Travel_Frequently,2,2,3,3,No,0,4,14,No
35,Male,Married,Research & Development,Manufacturing Director,Marketing,4,11497,16,11,0,11,1,Travel_Rarely,1,3,3,3,Yes,1,1,14,No
38,Male,Married,Research & Development,Research Scientist,Medical,4,5053,2,4,2,14,3,Travel_Rarely,2,3,2,3,Yes,1,2,16,No
60,Male,Married,Research & Development,Manufacturing Director,Marketing,2,8897,18,4,0,40,2,Travel_Rarely,4,3,2,3,No,2,1,15,No
46,Male,Divorced,Research & Development,Laboratory Technician,Life Sciences,4,5719,2,11,0,23,0,Travel_Rarely,4,3,1,4,No,2,1,16,No
32,Male,Single,Research & Development,Research Director,Life Sciences,3,15708,3,6,0,6,1,Travel_Frequently,3,4,3,3,Yes,1,0,13,No
55,Male,Divorced,Research & Development,Research Scientist,Other,2,3945,6,1,1,31,1,Travel_Frequently,2,2,3,3,No,1,6,15,No
21,Female,Married,Sales,Sales Representative,Medical,3,1006,7,0,0,0,2,Travel_Rarely,2,3,2,3,No,1,2,18,Yes
31,Male,Divorced,Research & Development,Laboratory Technician,Marketing,4,3382,1,5,3,9,6,Travel_Rarely,4,1,3,3,No,3,3,23,No
45,Male,Single,Research & Development,Research Scientist,Life Sciences,3,6003,14,14,2,20,8,Travel_Rarely,2,1,3,3,Yes,0,2,14,No
46,Female,Divorced,Research & Development,Manufacturing Director,Medical,2,8581,3,1,1,22,3,Travel_Rarely,3,1,2,4,No,1,4,11,No
51,Female,Married,Research & Development,Manufacturing Director,Medical,3,10799,13,1,1,33,6,Travel_Rarely,4,3,3,3,No,0,3,21,No
44,Male,Divorced,Sales,Sales Representative,Medical,3,4654,10,0,0,20,3,Travel_Rarely,4,4,3,3,No,0,5,18,No
49,Female,Married,Research & Development,Research Scientist,Medical,3,4603,20,5,1,23,1,Travel_Rarely,4,3,2,3,Yes,2,2,11,No
33,Female,Single,Research & Development,Research Director,Technical Degree,4,14848,4,2,0,14,4,Non-Travel,3,4,3,4,No,1,5,20,No
30,Female,Married,Research & Development,Research Scientist,Other,3,4728,5,3,0,10,2,Travel_Rarely,3,4,3,3,No,0,3,13,No
40,Male,Married,Sales,Sales Representative,Other,3,3730,2,10,1,18,3,Travel_Frequently,1,4,4,3,Yes,0,1,19,No
33,Male,Single,Research & Development,Manufacturing Director,Technical Degree,3,10912,23,0,0,12,3,Travel_Rarely,4,3,2,3,No,2,1,14,No
43,Male,Divorced,Research & Development,Laboratory Technician,Marketing,4,1939,6,1,1,25,2,Travel_Rarely,3,3,3,3,No,0,5,11,No
44,Male,Single,Research & Development,Research Director,Medical,2,16986,1,6,0,21,1,Travel_Rarely,3,4,3,4,No,1,2,11,No
18,Female,Married,Research & Development,Research Scientist,Medical,1,3758,10,0,0,0,1,Travel_Rarely,4,3,3,3,No,2,2,14,No
39,Male,Divorced,Research & Development,Research Director,Technical Degree,2,16966,12,0,0,18,2,Non-Travel,3,3,3,3,Yes,0,1,19,No
29,Female,Single,Human Resources,Human Resources,Other,3,5120,29,3,1,3,2,Non-Travel,2,1,3,3,Yes,3,0,14,Yes
45,Male,Married,Sales,Manager,Human Resources,2,15413,24,8,1,27,2,Travel_Rarely,1,3,3,3,No,1,2,12,No
35,Male,Married,Research & Development,Research Director,Other,5,15843,4,1,1,11,4,Travel_Rarely,4,3,3,3,Yes,0,6,11,No
34,Male,Married,Research & Development,Laboratory Technician,Medical,3,1363,2,0,0,14,3,Travel_Rarely,4,2,3,3,No,1,2,16,No
29,Male,Single,Sales,Manager,Other,3,16909,9,9,1,9,0,Travel_Rarely,4,4,4,3,Yes,0,3,17,Yes
22,Female,Single,Research & Development,Laboratory Technician,Medical,2,3233,3,1,0,3,5,Travel_Frequently,3,1,3,3,No,3,2,17,Yes
32,Female,Married,Research & Development,Research Scientist,Marketing,4,3818,29,5,1,10,3,Travel_Rarely,3,1,3,4,No,1,0,13,No
42,Male,Married,Research & Development,Laboratory Technician,Technical Degree,3,3575,4,2,2,21,2,Travel_Rarely,4,3,3,4,No,1,0,16,No
33,Male,Married,Sales,Sales Representative,Life Sciences,4,1544,19,2,1,14,1,Travel_Frequently,4,3,3,3,No,0,3,13,No
44,Male,Married,Research & Development,Laboratory Technician,Other,2,3434,12,13,0,26,2,Travel_Rarely,3,1,4,3,No,0,3,11,No
31,Male,Married,Sales,Sales Representative,Medical,3,2067,1,6,0,10,0,Travel_Rarely,2,4,3,4,No,0,2,13,No
26,Female,Married,Research & Development,Laboratory Technician,Life Sciences,4,4127,1,1,1,1,3,Travel_Rarely,4,3,3,3,Yes,3,4,19,No
28,Male,Married,Sales,Sales Executive,Human Resources,1,7116,6,2,2,4,2,Travel_Frequently,1,2,4,3,No,0,1,19,No
34,Male,Married,Research & Development,Research Director,Life Sciences,4,15631,15,5,1,13,2,Travel_Rarely,1,1,3,3,No,1,2,22,No
18,Female,Married,Research & Development,Research Director,Other,4,14726,8,0,0,0,7,Travel_Rarely,4,3,3,3,Yes,0,3,16,No
44,Female,Divorced,Sales,Sales Representative,Other,4,4433,4,4,4,22,3,Travel_Rarely,1,4,2,3,No,1,3,15,No
55,Male,Married,Sales,Sales Representative,Technical Degree,3,2600,1,3,3,32,2,Travel_Rarely,3,4,2,3,Yes,1,2,11,No
38,Female,Single,Research & Development,Research Director,Life Sciences,4,16135,1,10,1,18,3,Travel_Frequently,2,1,2,3,No,0,6,20,No
38,Female,Married,Research & Development,Laboratory Technician,Human Resources,5,4033,4,3,0,15,4,Travel_Rarely,3,1,2,3,Yes,0,0,11,Yes
23,Female,Single,Research & Development,Manufacturing Director,Human Resources,4,10817,1,0,0,3,1,Travel_Rarely,4,4,3,3,No,0,5,22,No
29,Male,Single,Sales,Sales Representative,Marketing,3,3898,1,0,0,5,2,Travel_Rarely,2,3,2,3,No,3,2,16,Yes
54,Female,Married,Research & Development,Manufacturing Director,Life Sciences,5,10141,11,7,7,37,3,Travel_Rarely,4,4,1,3,Yes,1,2,11,No
46,Male,Married,Research & Development,Research Scientist,Medical,3,5640,21,2,0,22,1,Travel_Rarely,2,1,3,3,No,2,2,20,No
31,Female,Single,Research & Development,Research Director,Human Resources,3,16159,1,1,0,10,3,Travel_Rarely,3,4,3,3,Yes,1,6,14,No
54,Female,Divorced,Research & Development,Manufacturing Director,Medical,3,10797,5,10,1,30,0,Travel_Rarely,3,4,4,3,Yes,0,1,11,No
41,Female,Single,Sales,Manager,Human Resources,3,16461,21,12,1,17,1,Travel_Rarely,4,3,3,3,No,1,1,22,No
31,Female,Divorced,Research & Development,Research Scientist,Technical Degree,4,4018,11,1,1,6,4,Travel_Rarely,2,2,2,3,Yes,0,2,11,No
50,Female,Single,Research & Development,Manufacturing Director,Life Sciences,4,11935,1,19,1,33,5,Non-Travel,4,4,3,3,Yes,2,0,11,No
27,Male,Married,Research & Development,Laboratory Technician,Other,3,3647,2,1,1,1,1,Travel_Rarely,4,3,2,4,No,0,2,15,No
33,Male,Divorced,Research & Development,Research Director,Other,4,15913,2,1,1,10,4,Travel_Rarely,3,2,3,3,No,0,1,16,No
39,Male,Divorced,Sales,Sales Representative,Marketing,2,4650,29,12,5,12,5,Travel_Rarely,1,2,1,4,Yes,1,3,15,Yes
46,Female,Married,Sales,Sales Executive,Marketing,3,8713,19,9,1,25,2,Travel_Rarely,3,3,3,4,Yes,2,3,16,No
47,Female,Married,Research & Development,Manufacturing Director,Life Sciences,2,9995,15,7,1,25,0,Non-Travel,3,4,3,3,No,0,0,14,No
41,Female,Single,Sales,Manager,Other,4,15057,6,6,4,20,6,Travel_Frequently,2,1,3,3,No,0,4,13,No
21,Female,Married,Sales,Manager,Other,5,15197,1,0,0,0,2,Travel_Rarely,3,1,2,4,Yes,2,1,14,No
39,Female,Divorced,Research & Development,Research Director,Life Sciences,3,16223,3,1,1,18,6,Travel_Rarely,2,2,4,3,No,0,1,11,No
27,Female,Married,Research & Development,Research Scientist,Technical Degree,3,5017,5,1,1,9,3,Travel_Frequently,3,3,2,4,No,0,4,14,No
51,Female,Single,Research & Development,Research Scientist,Technical Degree,4,4633,15,0,0,27,1,Travel_Rarely,1,4,3,3,Yes,2,1,19,No
53,Male,Single,Research & Development,Research Scientist,Other,4,4104,1,1,1,33,2,Travel_Rarely,3,3,3,3,No,0,3,15,No
27,Male,Married,Research & Development,Research Scientist,Technical Degree,3,4266,7,2,2,7,1,Travel_Rarely,1,4,3,3,Yes,0,3,16,Yes
45,Female,Married,Sales,Sales Representative,Other,1,3291,11,8,4,23,5,Travel_Frequently,1,4,2,3,No,1,3,17,No
33,Female,Married,Research & Development,Research Director,Life Sciences,3,16317,3,4,1,7,2,Travel_Rarely,1,2,3,3,No,3,2,20,Yes
26,Male,Single,Research & Development,Manufacturing Director,Life Sciences,4,10092,6,0,0,0,4,Travel_Frequently,4,3,1,3,No,1,1,16,No
40,Male,Divorced,Research & Development,Manufacturing Director,Life Sciences,4,9043,2,0,0,18,3,Travel_Frequently,4,3,3,3,No,2,1,13,No
36,Female,Married,Research & Development,Laboratory Technician,Other,1,2877,1,0,0,13,4,Travel_Rarely,2,2,4,3,No,1,3,19,No
34,Male,Divorced,Research & Development,Research Scientist,Marketing,2,4688,5,5,1,11,3,Travel_Rarely,1,3,3,3,No,1,2,11,No
44,Female,Married,Sales,Sales Executive,Technical Degree,3,3961,25,0,0,25,1,Travel_Rarely,4,3,2,3,Yes,1,3,17,Yes
25,Male,Married,Research & Development,Manufacturing Director,Human Resources,3,8661,12,1,1,7,1,Travel_Rarely,1,4,3,3,No,3,3,13,No
44,Male,Married,Research & Development,Research Scientist,Human Resources,1,5073,15,6,1,20,1,Travel_Rarely,4,2,2,3,No,1,3,11,No
47,Female,Married,Human Resources,Manager,Life Sciences,4,15505,12,0,0,27,1,Travel_Rarely,1,3,3,3,No,2,4,14,No
21,Male,Married,Research & Development,Manufacturing Director,Medical,3,11221,2,0,0,0,2,Travel_Frequently,4,3,3,4,No,1,1,22,No
60,Female,Single,Sales,Sales Representative,Marketing,3,3196,11,0,0,35,3,Travel_Rarely,3,4,4,3,No,0,5,12,No
34,Male,Married,Sales,Sales Executive,Human Resources,4,6384,1,3,2,14,2,Travel_Rarely,4,2,3,4,No,0,2,14,No
28,Male,Single,Research & Development,Research Scientist,Life Sciences,4,4175,3,3,3,6,3,Travel_Rarely,4,4,3,3,Yes,1,2,17,Yes
44,Female,Married,Research & Development,Research Scientist,Medical,4,4835,12,19,5,22,1,Travel_Frequently,4,4,2,3,No,1,2,17,No
28,Male,Married,Sales,Sales Representative,Marketing,3,3276,10,6,6,6,2,Travel_Rarely,3,3,3,4,Yes,3,4,11,Yes
22,Male,Divorced,Research & Development,Research Scientist,Other,3,3235,6,0,0,0,2,Travel_Frequently,1,4,3,3,No,2,3,14,Yes
24,Male,Married,Sales,Manager,Life Sciences,3,13289,4,1,0,1,2,Travel_Rarely,3,4,3,3,No,1,4,17,No
41,Male,Married,Research & Development,Research Scientist,Human Resources,3,4013,15,6,0,20,3,Travel_Rarely,4,2,3,3,No,1,5,11,No
32,Male,Married,Human Resources,Human Resources,Other,3,4503,15,0,0,14,5,Travel_Frequently,4,4,3,3,No,0,5,15,No
49,Male,Divorced,Research & Development,Laboratory Technician,Medical,2,3927,5,7,3,25,2,Travel_Rarely,2,1,3,3,No,0,3,19,Yes
54,Male,Married,Research & Development,Research Scientist,Medical,2,5011,29,6,0,30,1,Travel_Rarely,4,1,3,3,No,1,2,14,No
26,Male,Single,Research & Development,Research Director,Other,3,13952,1,5,0,5,3,Travel_Rarely,3,3,3,3,No,0,2,14,No
36,Female,Divorced,Research & Development,Laboratory Technician,Other,1,4749,13,10,0,17,0,Travel_Frequently,1,4,3,4,No,0,2,12,No
36,Male,Divorced,Sales,Sales Executive,Life Sciences,2,7196,7,2,0,10,2,Travel_Rarely,4,1,3,3,No,0,4,15,No
45,Female,Married,Sales,Sales Executive,Medical,3,5990,5,0,0,25,0,Travel_Frequently,4,4,3,4,No,1,3,16,No
22,Male,Married,Research & Development,Laboratory Technician,Life Sciences,1,2018,1,0,0,0,0,Travel_Rarely,4,3,3,3,No,0,6,15,No
41,Female,Divorced,Research & Development,Manufacturing Director,Other,3,9502,18,6,0,20,4,Travel_Rarely,4,1,2,3,No,0,4,13,No
26,Female,Single,Sales,Sales Representative,Life Sciences,3,3018,11,0,0,8,1,Travel_Rarely,3,3,3,3,No,3,6,16,Yes
36,Female,Married,Research & Development,Research Scientist,Life Sciences,3,4357,3,4,4,17,1,Travel_Rarely,3,3,3,3,No,1,2,11,No
40,Female,Divorced,Sales,Sales Executive,Marketing,4,6846,13,2,1,21,3,Travel_Rarely,3,4,3,3,No,1,3,12,No
40,Female,Divorced,Human Resources,Human Resources,Medical,2,4304,7,4,4,19,4,Travel_Rarely,3,3,3,3,Yes,2,0,11,Yes
28,Male,Divorced,Sales,Sales Executive,Marketing,4,6207,1,0,0,5,2,Travel_Rarely,1,4,2,3,No,0,4,12,Yes
43,Male,Married,Research & Development,Research Scientist,Medical,4,5495,13,12,0,18,4,Travel_Rarely,3,2,2,3,No,2,2,18,No
35,Female,Married,Research & Development,Research Scientist,Human Resources,3,5399,1,13,0,13,6,Travel_Rarely,2,2,3,4,No,0,1,17,No
30,Male,Single,Research & Development,Laboratory Technician,Marketing,3,2476,10,3,0,12,1,Travel_Rarely,1,1,3,3,Yes,1,4,11,No
37,Male,Married,Research & Development,Research Director,Life Sciences,4,16921,4,14,6,20,3,Non-Travel,3,3,3,3,No,0,6,17,No
41,Female,Married,Sales,Sales Representative,Marketing,3,2342,4,3,0,20,2,Travel_Rarely,3,3,4,3,No,0,3,14,No
32,Male,Married,Sales,Sales Executive,Life Sciences,4,8176,1,1,1,14,4,Travel_Rarely,1,2,3,3,No,2,5,16,No
32,Male,Married,Sales,Sales Representative,Marketing,1,4009,6,3,0,12,2,Travel_Rarely,4,3,3,3,No,1,4,18,No
54,Male,Single,Human Resources,Manager,Human Resources,1,13171,5,6,1,31,3,Non-Travel,3,1,3,4,No,0,4,16,No
25,Male,Single,Research & Development,Research Scientist,Human Resources,3,3455,1,1,0,1,2,Travel_Rarely,3,3,3,3,Yes,2,4,14,Yes
21,Male,Single,Research & Development,Research Director,Marketing,3,14433,15,0,0,0,2,Travel_Rarely,2,1,3,3,No,1,1,18,No
22,Female,Single,Research & Development,Research Director,Medical,4,15027,4,2,2,2,3,Travel_Rarely,4,2,1,3,No,0,1,13,No
42,Male,Married,Research & Development,Laboratory Technician,Technical Degree,3,4066,24,3,3,22,4,Travel_Rarely,4,3,2,3,No,0,2,14,No
30,Male,Married,Sales,Sales Representative,Technical Degree,4,3168,1,5,0,6,5,Travel_Rarely,3,3,3,4,No,0,2,17,Yes
40,Male,Divorced,Research & Development,Manufacturing Director,Human Resources,3,10155,1,1,1,16,4,Travel_Rarely,2,3,2,3,No,0,2,13,Yes
52,Male,Married,Research & Development,Laboratory Technician,Marketing,2,3128,8,3,3,29,4,Travel_Rarely,4,4,4,3,No,1,4,12,No
23,Female,Married,Research & Development,Manufacturing Director,Technical Degree,3,9882,21,3,3,3,2,Travel_Frequently,4,3,2,3,No,1,4,13,No
35,Female,Single,Research & Development,Research Scientist,Marketing,3,5119,21,5,5,15,3,Travel_Rarely,4,4,3,3,No,1,3,18,Yes
34,Male,Divorced,Sales,Sales Executive,Medical,3,5871,2,6,1,10,4,Travel_Frequently,3,3,2,3,No,0,3,15,No
31,Female,Married,Sales,Sales Executive,Medical,2,7480,9,1,1,10,3,Travel_Rarely,3,4,3,3,No,3,3,14,No
45,Female,Single,Research & Development,Manufacturing Director,Life Sciences,2,10153,1,1,1,23,1,Travel_Rarely,3,4,3,3,No,1,1,11,No
39,Female,Single,Research & Development,Research Scientist,Other,3,6207,1,3,3,18,3,Travel_Frequently,4,3,3,3,Yes,0,1,12,Yes
33,Male,Married,Research & Development,Manufacturing Director,Life Sciences,1,9898,6,2,2,14,1,Travel_Rarely,1,2,3,3,No,0,6,22,No
51,Female,Married,Sales,Manager,Human Resources,3,15432,1,2,2,31,3,Non-Travel,4,1,1,3,No,1,0,16,No
34,Male,Married,Human Resources,Manager,Medical,4,12851,5,0,0,14,4,Travel_Rarely,4,3,2,3,Yes,1,4,20,No
45,Male,Married,Research & Development,Laboratory Technician,Human Resources,4,3780,7,6,0,23,7,Travel_Rarely,3,1,3,3,No,2,0,11,No
36,Male,Married,Research & Development,Laboratory Technician,Other,4,3729,7,0,0,10,2,Travel_Rarely,3,2,3,3,No,1,3,11,Yes
38,Male,Divorced,Sales,Sales Executive,Technical Degree,3,7055,2,3,3,16,4,Travel_Rarely,4,2,3,4,No,2,4,12,No
38,Male,Divorced,Research & Development,Research Director,Technical Degree,4,15451,5,0,0,19,4,Travel_Rarely,3,2,2,3,No,0,5,17,No
40,Female,Single,Research & Development,Laboratory Technician,Technical Degree,1,2650,21,1,0,19,1,Travel_Rarely,4,3,3,4,No,1,6,13,No
56,Male,Married,Research & Development,Manufacturing Director,Marketing,4,13729,3,20,1,38,2,Travel_Rarely,4,3,4,4,Yes,0,2,11,No
37,Male,Married,Research & Development,Research Scientist,Technical Degree,3,6201,1,4,2,16,0,Non-Travel,2,2,3,3,Yes,2,3,13,No
39,Male,Single,Research & Development,Research Scientist,Medical,2,3841,17,0,0,15,6,Travel_Rarely,3,4,3,4,No,0,1,19,No
40,Male,Married,Human Resources,Manager,Marketing,4,16313,3,3,2,19,3,Travel_Rarely,3,3,1,3,No,1,3,14,No
46,Female,Married,Research & Development,Laboratory Technician,Other,3,2732,1,1,0,19,0,Travel_Rarely,1,4,3,3,No,3,5,18,No
39,Male,Single,Sales,Manager,Life Sciences,4,14586,1,18,2,18,4,Travel_Rarely,1,3,2,3,No,0,2,11,No
43,Male,Single,Research & Development,Laboratory Technician,Life Sciences,4,2734,11,1,1,22,1,Travel_Rarely,1,4,4,3,No,0,2,19,Yes
44,Male,Divorced,Sales,Sales Representative,Medical,4,4819,3,11,1,23,2,Travel_Rarely,3,2,3,3,No,0,3,16,No
54,Male,Single,Research & Development,Manufacturing Director,Human Resources,3,9720,1,3,3,31,3,Travel_Rarely,2,4,3,3,No,0,4,18,No
31,Male,Single,Research & Development,Manufacturing Director,Other,3,10765,11,8,3,14,3,Travel_Rarely,1,2,3,3,No,2,2,16,No
27,Male,Single,Research & Development,Research Scientist,Medical,3,3551,1,6,0,6,4,Travel_Rarely,3,4,2,3,No,0,2,11,Yes
45,Female,Married,Sales,Manager,Human Resources,3,14131,9,2,0,27,3,Travel_Rarely,3,4,2,4,No,0,5,11,No
33,Female,Single,Sales,Manager,Life Sciences,2,14915,3,0,0,11,1,Travel_Rarely,4,3,3,3,No,1,2,14,No
